ID,Name,Species,Variant,Generation,Rarity,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,VGC2022_rules,Monthly Usage (k),Usage Percent (%),Monthly Rank,image_url,missing_base_stats,offensive_score,defensive_score,speed_tier,is_single_type,is_legendary,is_mythical,has_usage_data,is_permitted_vgc2022,stat_specialization,normalized_name
561,Sigilyph,Sigilyph,,5,Common,Psychic,Flying,490.0,72.0,58.0,80.0,103.0,80.0,97.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/sigilyph.png,False,103.0,232.0,fast,False,False,False,False,True,25.599999999999994,sigilyph
562,Galarian Yamask,Yamask,Galarian,8,Common,Ground,Ghost,303.0,38.0,55.0,85.0,30.0,65.0,30.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/yamask-galarian.png,False,55.0,188.0,slow,False,False,False,False,True,41.4,galarian yamask
562,Yamask,Yamask,,5,Common,Ghost,,303.0,38.0,30.0,85.0,55.0,65.0,30.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/yamask.png,False,55.0,188.0,slow,True,False,False,False,False,41.4,yamask
563,Cofagrigus,Cofagrigus,,5,Common,Ghost,,483.0,58.0,50.0,145.0,95.0,105.0,30.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/cofagrigus.png,False,95.0,308.0,slow,True,False,False,False,True,77.4,cofagrigus
564,Tirtouga,Tirtouga,,5,Common,Water,Rock,355.0,54.0,78.0,103.0,53.0,45.0,22.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/tirtouga.png,False,78.0,202.0,slow,False,False,False,False,True,52.6,tirtouga
565,Carracosta,Carracosta,,5,Common,Water,Rock,495.0,74.0,108.0,133.0,83.0,65.0,32.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/carracosta.png,False,108.0,272.0,slow,False,False,False,False,True,60.599999999999994,carracosta
566,Archen,Archen,,5,Common,Rock,Flying,401.0,55.0,112.0,45.0,74.0,45.0,70.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/archen.png,False,112.0,145.0,mid,False,False,False,False,True,54.2,archen
567,Archeops,Archeops,,5,Common,Rock,Flying,567.0,75.0,140.0,65.0,112.0,65.0,110.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/archeops.png,False,140.0,205.0,fast,False,False,False,False,True,54.599999999999994,archeops
568,Trubbish,Trubbish,,5,Common,Poison,,329.0,50.0,50.0,62.0,40.0,62.0,65.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/trubbish.png,False,50.0,174.0,mid,True,False,False,False,True,12.200000000000003,trubbish
569,Garbodor Gigantamax,Garbodor,Gigantamax,8,,Poison,,,,,,,,,Gigantamax Allowed,,,,https://archives.bulbagarden.net/media/upload/f/ff/569GiMS8.png,True,,,,True,False,False,False,True,,garbodor gigantamax
569,Garbodor,Garbodor,,5,Common,Poison,,474.0,80.0,95.0,82.0,60.0,82.0,75.0,Permitted,1,0,210,https://img.pokemondb.net/sprites/sword-shield/icon/garbodor.png,False,95.0,244.0,mid,True,False,False,True,True,19.200000000000003,garbodor
570,Zorua,Zorua,,5,Common,Dark,,330.0,40.0,65.0,40.0,80.0,40.0,65.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/zorua.png,False,80.0,120.0,mid,True,False,False,False,True,30.0,zorua
570,Hisuian Zorua,Zorua,Hisuian,5,Common,Normal,Ghost,330.0,35.0,60.0,40.0,85.0,40.0,70.0,,,,,https://img.pokemondb.net/s.png,False,85.0,115.0,mid,False,False,False,False,False,36.0,hisuian zorua
571,Zoroark,Zoroark,,5,Common,Dark,,510.0,60.0,105.0,60.0,120.0,60.0,105.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png,False,120.0,180.0,fast,True,False,False,False,True,42.0,zoroark
571,Hisuian Zoroark,Zoroark,Hisuian,5,Common,Normal,Ghost,510.0,55.0,100.0,60.0,125.0,60.0,110.0,,,,,https://img.pokemondb.net/s.png,False,125.0,175.0,fast,False,False,False,False,False,48.0,hisuian zoroark
572,Minccino,Minccino,,5,Common,Normal,,300.0,55.0,50.0,40.0,40.0,40.0,75.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/minccino.png,False,50.0,135.0,mid,True,False,False,False,True,30.0,minccino
573,Cinccino,Cinccino,,5,Common,Normal,,470.0,75.0,95.0,60.0,65.0,60.0,115.0,Permitted,3,0,221,https://img.pokemondb.net/sprites/sword-shield/icon/cinccino.png,False,95.0,195.0,fast,True,False,False,True,True,44.0,cinccino
574,Gothita,Gothita,,5,Common,Psychic,,290.0,45.0,30.0,50.0,55.0,65.0,45.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/gothita.png,False,55.0,160.0,slow,True,False,False,False,True,20.0,gothita
575,Gothorita,Gothorita,,5,Common,Psychic,,390.0,60.0,45.0,70.0,75.0,85.0,55.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/gothorita.png,False,75.0,215.0,mid,True,False,False,False,True,24.0,gothorita
576,Gothitelle,Gothitelle,,5,Common,Psychic,,490.0,70.0,55.0,95.0,95.0,110.0,65.0,Permitted,20,2,45,https://img.pokemondb.net/sprites/sword-shield/icon/gothitelle.png,False,95.0,275.0,mid,True,False,False,True,True,34.0,gothitelle
577,Solosis,Solosis,,5,Common,Psychic,,290.0,45.0,30.0,40.0,105.0,50.0,20.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/solosis.png,False,105.0,135.0,slow,True,False,False,False,True,68.0,solosis
578,Duosion,Duosion,,5,Common,Psychic,,370.0,65.0,40.0,50.0,125.0,60.0,30.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/duosion.png,False,125.0,175.0,slow,True,False,False,False,True,76.0,duosion
579,Reuniclus,Reuniclus,,5,Common,Psychic,,490.0,110.0,65.0,75.0,125.0,85.0,30.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/reuniclus.png,False,125.0,270.0,slow,True,False,False,False,True,52.0,reuniclus
580,Ducklett,Ducklett,,5,Common,Water,Flying,305.0,62.0,44.0,50.0,44.0,50.0,55.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/ducklett.png,False,44.0,162.0,mid,False,False,False,False,False,13.399999999999999,ducklett
581,Swanna,Swanna,,5,Common,Water,Flying,473.0,75.0,87.0,63.0,87.0,63.0,98.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/swanna.png,False,87.0,201.0,fast,False,False,False,False,False,23.0,swanna
582,Vanillite,Vanillite,,5,Common,Ice,,305.0,36.0,50.0,50.0,65.0,60.0,44.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/vanillite.png,False,65.0,146.0,slow,True,False,False,False,True,17.0,vanillite
583,Vanillish,Vanillish,,5,Common,Ice,,395.0,51.0,65.0,65.0,80.0,75.0,59.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/vanillish.png,False,80.0,191.0,mid,True,False,False,False,True,17.0,vanillish
584,Vanilluxe,Vanilluxe,,5,Common,Ice,,535.0,71.0,95.0,85.0,110.0,95.0,79.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/vanilluxe.png,False,110.0,251.0,mid,True,False,False,False,True,25.0,vanilluxe
585,Deerling,Deerling,,5,Common,Normal,Grass,335.0,60.0,60.0,50.0,40.0,50.0,75.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/deerling.png,False,60.0,160.0,mid,False,False,False,False,False,23.0,deerling
586,Sawsbuck,Sawsbuck,,5,Common,Normal,Grass,475.0,80.0,100.0,70.0,60.0,70.0,95.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/sawsbuck.png,False,100.0,220.0,fast,False,False,False,False,False,25.0,sawsbuck
587,Emolga,Emolga,,5,Common,Electric,Flying,428.0,55.0,75.0,60.0,75.0,60.0,103.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/emolga.png,False,75.0,175.0,fast,False,False,False,False,True,38.0,emolga
588,Karrablast,Karrablast,,5,Common,Bug,,315.0,50.0,75.0,45.0,40.0,45.0,60.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/karrablast.png,False,75.0,140.0,mid,True,False,False,False,True,27.0,karrablast
589,Escavalier,Escavalier,,5,Common,Bug,Steel,495.0,70.0,135.0,105.0,60.0,105.0,20.0,Permitted,9,0,109,https://img.pokemondb.net/sprites/sword-shield/icon/escavalier.png,False,135.0,280.0,slow,False,False,False,True,True,63.0,escavalier
590,Foongus,Foongus,,5,Common,Grass,Poison,294.0,69.0,55.0,45.0,55.0,55.0,15.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/foongus.png,False,55.0,169.0,slow,False,False,False,False,True,24.0,foongus
591,Amoonguss,Amoonguss,,5,Common,Grass,Poison,464.0,114.0,85.0,70.0,85.0,80.0,30.0,Permitted,350,18,13,https://img.pokemondb.net/sprites/sword-shield/icon/amoonguss.png,False,85.0,264.0,slow,False,False,False,True,True,44.0,amoonguss
592,Frillish,Frillish,,5,Common,Water,Ghost,335.0,55.0,40.0,50.0,65.0,85.0,40.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/frillish.png,False,65.0,190.0,slow,False,False,False,False,True,35.0,frillish
593,Jellicent,Jellicent,,5,Common,Water,Ghost,480.0,100.0,60.0,70.0,85.0,105.0,60.0,Permitted,6,0,161,https://img.pokemondb.net/sprites/sword-shield/icon/jellicent.png,False,85.0,275.0,mid,False,False,False,True,True,30.0,jellicent
594,Alomomola,Alomomola,,5,Common,Water,,470.0,165.0,75.0,80.0,40.0,45.0,65.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/alomomola.png,False,75.0,290.0,mid,True,False,False,False,False,104.0,alomomola
595,Joltik,Joltik,,5,Common,Bug,Electric,319.0,50.0,47.0,50.0,57.0,50.0,65.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/joltik.png,False,57.0,150.0,mid,False,False,False,False,True,14.200000000000003,joltik
596,Galvantula,Galvantula,,5,Common,Bug,Electric,472.0,70.0,77.0,60.0,97.0,60.0,108.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/galvantula.png,False,97.0,190.0,fast,False,False,False,False,True,35.2,galvantula
597,Ferroseed,Ferroseed,,5,Common,Grass,Steel,305.0,44.0,50.0,91.0,24.0,86.0,10.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/ferroseed.png,False,50.0,221.0,slow,False,False,False,False,True,48.2,ferroseed
598,Ferrothorn,Ferrothorn,,5,Common,Grass,Steel,489.0,74.0,94.0,131.0,54.0,116.0,20.0,Permitted,131,5,25,https://img.pokemondb.net/sprites/sword-shield/icon/ferrothorn.png,False,94.0,321.0,slow,False,False,False,True,True,59.400000000000006,ferrothorn
599,Klink,Klink,,5,Common,Steel,,300.0,40.0,55.0,70.0,45.0,60.0,30.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/klink.png,False,55.0,170.0,slow,True,False,False,False,True,24.0,klink
600,Klang,Klang,,5,Common,Steel,,440.0,60.0,80.0,95.0,70.0,85.0,50.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/klang.png,False,80.0,240.0,mid,True,False,False,False,True,26.0,klang
601,Klinklang,Klinklang,,5,Common,Steel,,520.0,60.0,100.0,115.0,70.0,85.0,90.0,Permitted,884,0,104,https://img.pokemondb.net/sprites/sword-shield/icon/klinklang.png,False,100.0,260.0,fast,True,False,False,True,True,34.0,klinklang
602,Tynamo,Tynamo,,5,Common,Electric,,275.0,35.0,55.0,40.0,45.0,40.0,60.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/tynamo.png,False,55.0,115.0,mid,True,False,False,False,False,17.0,tynamo
603,Eelektrik,Eelektrik,,5,Common,Electric,,405.0,65.0,85.0,70.0,75.0,70.0,40.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/eelektrik.png,False,85.0,205.0,slow,True,False,False,False,False,21.0,eelektrik
604,Eelektross,Eelektross,,5,Common,Electric,,515.0,85.0,115.0,80.0,105.0,80.0,50.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/eelektross.png,False,115.0,245.0,mid,True,False,False,False,False,35.0,eelektross
605,Elgyem,Elgyem,,5,Common,Psychic,,335.0,55.0,55.0,55.0,85.0,55.0,30.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/elgyem.png,False,85.0,165.0,slow,True,False,False,False,True,35.0,elgyem
606,Beheeyem,Beheeyem,,5,Common,Psychic,,485.0,75.0,75.0,75.0,125.0,95.0,40.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/beheeyem.png,False,125.0,245.0,slow,True,False,False,False,True,53.0,beheeyem
607,Litwick,Litwick,,5,Common,Ghost,Fire,275.0,50.0,30.0,55.0,65.0,55.0,20.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/litwick.png,False,65.0,160.0,slow,False,False,False,False,True,23.0,litwick
608,Lampent,Lampent,,5,Common,Ghost,Fire,370.0,60.0,40.0,60.0,95.0,60.0,55.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/lampent.png,False,95.0,180.0,mid,False,False,False,False,True,40.0,lampent
609,Chandelure,Chandelure,,5,Common,Ghost,Fire,520.0,60.0,55.0,90.0,145.0,90.0,80.0,Permitted,9,0,143,https://img.pokemondb.net/sprites/sword-shield/icon/chandelure.png,False,145.0,240.0,mid,False,False,False,True,True,70.0,chandelure
610,Axew,Axew,,5,Common,Dragon,,320.0,46.0,87.0,60.0,30.0,40.0,57.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/axew.png,False,87.0,146.0,mid,True,False,False,False,True,40.4,axew
611,Fraxure,Fraxure,,5,Common,Dragon,,410.0,66.0,117.0,70.0,40.0,50.0,67.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/fraxure.png,False,117.0,186.0,mid,True,False,False,False,True,58.4,fraxure
612,Haxorus,Haxorus,,5,Common,Dragon,,540.0,76.0,147.0,90.0,60.0,70.0,97.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/haxorus.png,False,147.0,236.0,fast,True,False,False,False,True,68.4,haxorus
613,Cubchoo,Cubchoo,,5,Common,Ice,,305.0,55.0,70.0,40.0,60.0,40.0,40.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/cubchoo.png,False,70.0,135.0,slow,True,False,False,False,True,23.0,cubchoo
614,Beartic,Beartic,,5,Common,Ice,,505.0,95.0,130.0,80.0,70.0,80.0,50.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/beartic.png,False,130.0,255.0,mid,True,False,False,False,True,55.0,beartic
615,Cryogonal,Cryogonal,,5,Common,Ice,,515.0,80.0,50.0,50.0,95.0,135.0,105.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/cryogonal.png,False,95.0,265.0,fast,True,False,False,False,True,59.0,cryogonal
616,Shelmet,Shelmet,,5,Common,Bug,,305.0,50.0,40.0,85.0,40.0,65.0,25.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/shelmet.png,False,40.0,200.0,slow,True,False,False,False,True,41.0,shelmet
617,Accelgor,Accelgor,,5,Common,Bug,,495.0,80.0,70.0,40.0,100.0,60.0,145.0,Permitted,7,0,207,https://img.pokemondb.net/sprites/sword-shield/icon/accelgor.png,False,100.0,180.0,elite,True,False,False,True,True,75.0,accelgor
618,Stunfisk,Stunfisk,,5,Common,Ground,Electric,471.0,109.0,66.0,84.0,81.0,99.0,32.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk.png,False,81.0,292.0,slow,False,False,False,False,False,36.599999999999994,stunfisk
618,Galarian Stunfisk,Stunfisk,Galarian,8,Common,Ground,Steel,471.0,109.0,81.0,99.0,66.0,84.0,32.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk-galarian.png,False,81.0,292.0,slow,False,False,False,False,True,36.599999999999994,galarian stunfisk
619,Mienfoo,Mienfoo,,5,Common,Fighting,,350.0,45.0,85.0,50.0,55.0,50.0,65.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/mienfoo.png,False,85.0,145.0,mid,True,False,False,False,True,32.0,mienfoo
620,Mienshao,Mienshao,,5,Common,Fighting,,510.0,65.0,125.0,60.0,95.0,60.0,105.0,Permitted,18,0,74,https://img.pokemondb.net/sprites/sword-shield/icon/mienshao.png,False,125.0,185.0,fast,True,False,False,True,True,48.0,mienshao
621,Druddigon,Druddigon,,5,Common,Dragon,,485.0,77.0,120.0,90.0,60.0,90.0,48.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/druddigon.png,False,120.0,257.0,slow,True,False,False,False,True,47.0,druddigon
622,Golett,Golett,,5,Common,Ground,Ghost,303.0,59.0,74.0,50.0,35.0,50.0,35.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/golett.png,False,74.0,159.0,slow,False,False,False,False,True,28.200000000000003,golett
623,Golurk,Golurk,,5,Common,Ground,Ghost,483.0,89.0,124.0,80.0,55.0,80.0,55.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/golurk.png,False,124.0,249.0,mid,False,False,False,False,True,52.2,golurk
624,Pawniard,Pawniard,,5,Common,Dark,Steel,340.0,45.0,85.0,70.0,40.0,40.0,60.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/pawniard.png,False,85.0,155.0,mid,False,False,False,False,True,34.0,pawniard
625,Bisharp,Bisharp,,5,Common,Dark,Steel,490.0,65.0,125.0,100.0,60.0,70.0,70.0,Permitted,10,0,182,https://img.pokemondb.net/sprites/sword-shield/icon/bisharp.png,False,125.0,235.0,mid,False,False,False,True,True,52.0,bisharp
626,Bouffalant,Bouffalant,,5,Common,Normal,,490.0,95.0,110.0,95.0,40.0,95.0,55.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/bouffalant.png,False,110.0,285.0,mid,True,False,False,False,True,34.0,bouffalant
627,Rufflet,Rufflet,,5,Common,Normal,Flying,350.0,70.0,83.0,50.0,37.0,50.0,60.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/rufflet.png,False,83.0,170.0,mid,False,False,False,False,True,29.6,rufflet
628,Hisuian Braviary,Braviary,Hisuian,5,Common,Psychic,Flying,510.0,110.0,83.0,70.0,112.0,70.0,65.0,,,,,https://img.pokemondb.net/s.png,False,112.0,250.0,mid,False,False,False,False,False,32.400000000000006,hisuian braviary
628,Braviary,Braviary,,5,Common,Normal,Flying,510.0,100.0,123.0,75.0,57.0,75.0,80.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/braviary.png,False,123.0,250.0,mid,False,False,False,False,True,45.599999999999994,braviary
629,Vullaby,Vullaby,,5,Common,Dark,Flying,370.0,70.0,55.0,75.0,45.0,65.0,60.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/vullaby.png,False,55.0,210.0,mid,False,False,False,False,True,16.0,vullaby
630,Mandibuzz,Mandibuzz,,5,Common,Dark,Flying,510.0,110.0,65.0,105.0,55.0,95.0,80.0,Permitted,3,0,163,https://img.pokemondb.net/sprites/sword-shield/icon/mandibuzz.png,False,65.0,310.0,mid,False,False,False,True,True,30.0,mandibuzz
631,Heatmor,Heatmor,,5,Common,Fire,,484.0,85.0,97.0,66.0,105.0,66.0,65.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/heatmor.png,False,105.0,217.0,mid,True,False,False,False,True,29.200000000000003,heatmor
632,Durant,Durant,,5,Common,Bug,Steel,484.0,58.0,109.0,112.0,48.0,48.0,109.0,Permitted,4,0,194,https://img.pokemondb.net/sprites/sword-shield/icon/durant.png,False,109.0,218.0,fast,False,False,False,True,True,37.599999999999994,durant
633,Deino,Deino,,5,Common,Dark,Dragon,300.0,52.0,65.0,50.0,45.0,50.0,38.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/deino.png,False,65.0,152.0,slow,False,False,False,False,True,18.0,deino
634,Zweilous,Zweilous,,5,Common,Dark,Dragon,420.0,72.0,85.0,70.0,65.0,70.0,58.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/zweilous.png,False,85.0,212.0,mid,False,False,False,False,True,18.0,zweilous
635,Hydreigon,Hydreigon,,5,Common,Dark,Dragon,600.0,92.0,105.0,90.0,125.0,90.0,98.0,Permitted,13,0,83,https://img.pokemondb.net/sprites/sword-shield/icon/hydreigon.png,False,125.0,272.0,fast,False,False,False,True,True,30.0,hydreigon
636,Larvesta,Larvesta,,5,Common,Bug,Fire,360.0,55.0,85.0,55.0,50.0,55.0,60.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/larvesta.png,False,85.0,165.0,mid,False,False,False,False,True,30.0,larvesta
637,Volcarona,Volcarona,,5,Common,Bug,Fire,550.0,85.0,60.0,65.0,135.0,105.0,100.0,Permitted,28,0,94,https://img.pokemondb.net/sprites/sword-shield/icon/volcarona.png,False,135.0,255.0,fast,False,False,False,True,True,52.0,volcarona
638,Cobalion,Cobalion,,5,Legendary,Steel,Fighting,580.0,91.0,90.0,129.0,90.0,72.0,108.0,Permitted,6,0,201,https://img.pokemondb.net/sprites/sword-shield/icon/cobalion.png,False,90.0,292.0,fast,False,True,False,True,True,38.8,cobalion
639,Terrakion,Terrakion,,5,Legendary,Rock,Fighting,580.0,91.0,129.0,90.0,72.0,90.0,108.0,Permitted,5,0,200,https://img.pokemondb.net/sprites/sword-shield/icon/terrakion.png,False,129.0,271.0,fast,False,True,False,True,True,38.8,terrakion
640,Virizion,Virizion,,5,Legendary,Grass,Fighting,580.0,91.0,90.0,72.0,90.0,129.0,108.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/virizion.png,False,90.0,292.0,fast,False,True,False,False,True,38.8,virizion
641,Tornadus Incarnate Forme,Tornadus,Incarnate Forme,5,Legendary,Flying,,580.0,79.0,115.0,70.0,125.0,80.0,111.0,,191,8,20,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-incarnate.png,False,125.0,229.0,fast,True,True,False,True,False,34.0,tornadus incarnate forme
641,Tornadus Therian Forme,Tornadus,Therian Forme,5,Legendary,Flying,,580.0,79.0,100.0,80.0,110.0,90.0,121.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-therian.png,False,110.0,249.0,elite,True,True,False,False,False,29.200000000000003,tornadus therian forme
642,Thundurus Therian Forme,Thundurus,Therian Forme,5,Legendary,Electric,Flying,580.0,79.0,105.0,70.0,145.0,80.0,101.0,,9,0,99,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-therian.png,False,145.0,229.0,fast,False,True,False,True,False,58.0,thundurus therian forme
642,Thundurus Incarnate Forme,Thundurus,Incarnate Forme,5,Legendary,Electric,Flying,580.0,79.0,115.0,70.0,125.0,80.0,111.0,,352,21,9,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-incarnate.png,False,125.0,229.0,fast,False,True,False,True,False,34.0,thundurus incarnate forme
643,Reshiram,Reshiram,,5,Legendary,Dragon,Fire,680.0,100.0,120.0,100.0,150.0,120.0,90.0,Restricted (players can include two Restricted Pokémon in their team),52,1,62,https://img.pokemondb.net/sprites/sword-shield/icon/reshiram.png,False,150.0,320.0,fast,False,True,False,True,True,44.0,reshiram
